TID,CID,CTID,SourceID,id,number,title,length,artist,album,year,language
13805,7156,1,1,WoM16752919,013,Wos ham mir fier a Welt (Schangsongs und anners Zeich),05:03,Waldschrat,Schangsongs uund anners Zeich,,
13806,454,3,4,60543-A052,3,003-Ghazal (Hakim Nasser),10m 51sec,Abida Parveen,Chants soufis du Pakistan (unknown),null,Fre.
13807,7157,1,4,59914-A030,7,007-Quando a gente ama,4m 8sec,Roberto Carlos,Roberto Carlos (1994),null,Por.
13808,7158,1,3,54865611MB-01,9,We'll Be Alright (amended album version) - NOW: The Hits of Summer 2011,3.267,Travie McCoy,,'10,English
13809,7159,1,1,WoM7540245,009,"Matte Kudasai (1995-06-02: Orpheum Theatre, Boston, MA, USA)",00:00,King Crimson,"1995-06-02: Orpheum Theatre, Boston, MA, USA",,
13810,7160,1,2,MBox35193632-HH,76,Mike Caen - Consumption Overkill: Sell Sell Sell (30 second version),30,,On Sale,,English
13811,2372,2,1,WoM27149623,008,Down on Deep River (Will o' the Wisp),03:58,Leon Russell,Will o' the Wisp,1995,
13812,8522,4,5,1542573,7,African Herbsman,,,The Best of the Upsetter Years 1970-1971 (Bob Marley vs. Lee Scratch Perry),1999,English
13813,6778,3,2,MBox12205112-HH,7,Todd Rundgren - Be Nice to Me,205,,Todd Rundgren,,English
13814,7161,1,2,MBox31797810-HH,17,"Earth, Wind & Fire - September",166,,Tribute to the Funk,03,[Multiple languages]
13815,2192,4,5,13779005,11,Give Me a Reason,203000,Madness,Keep Moving,1984,English
13816,8917,4,2,MBox27730210-HH,13,Duran Duran - Save a Prayer,327,,"Schmuse Rock, Volume 1",99,English
13817,1591,2,2,MBox2807712-HH,12,Johnny G - Here I Come (Clean Money),325,,Pure Beaujolais,82,English
13818,7162,1,5,6602813,27,"Live at Lace, Part One",,Airway,L.A.F.M.S.: The Lowest Form of Music,1996,English
13819,7163,1,5,6076577,10,Sunday,223080,Nick Drake,Fruit Tree,2008,English
13820,7164,1,2,MBox3626515-HH,20,Nova - Memories (edit),255,,"Club Sounds: The Ultimate Club Dance Collection, Volume 26",03,English
13821,7165,1,3,1026005MB-01,9,Logic,4.205,Logic System,Logic,'81,English
13822,9189,3,1,WoM399578,015,Nocturne (Sov P?In Arm) (Det Vackraste),05:15,Johan Stengård,Det VackraEste,,
13823,7166,1,3,1994101MB-01,11,School Boy - In Europe,4.506,Big,,'66,English
13824,7904,2,3,3430247MB-01,6,Calle Eclipse - La Antena,1.517,Leo Sujatovich,,,Spanish
13825,7167,1,3,661793MB-01,3,"Never Let Me Down Again (remixed by REM DM) - DJ Mix, Volume 3",4.7,Depeche Mode,,,English
13826,7168,1,4,18089-A065,10,010-Nightlight,2m 46sec,Liars Academy,No News Is Good News (2001),null,Eng.
13827,7169,1,3,726438MB-01,6,Formalin - 3-2-1,4.077,Saft,,'99,Swedish
13828,223,5,5,12769062,6,Turning,201000,Glass America,Fathom,,English
13829,7170,1,4,15307-A042,7,"007-Chorus Finale on Schiller's 'Ode To Joy' from Symphony No. 9 in D minor, Op. 125 ""Choral""",10m 56sec,Ludwig van Beethoven,"Symphonies No. 5 & 6 and Piano Concerto No. 5 ""Emperor"" (1999)",null,Eng.
13830,7171,1,5,7111362,1,Longe de tudo,198000,Ira,Mudança de comportamento,2000,Portuguese
13831,6345,2,5,12893409,5,Vampyr: Throne of the Beast,235000,Black Funeral,Vampyr: Throne of the Beast,2005,English
13832,7172,1,5,4418074, 11,verge,325000,島宮えい子,verge,2000,Japanese
13833,4149,5,5,2191292,1,Prayers for Rain,297466,The Cure,Hot Hot Hot,1991,English
13834,7157,4,2,MBox11497013-HH,7,Roberto Carlos - Quando a gente ama,248,,Roberto Carlos,94,Portuguese
13835,6654,2,3,28036319MB-01,5,Give Him The Praises - Testimony,3.55,Virtue!,,,English
13836,7173,1,1,WoM28977129,003,"NoWomen,NoCry(LullabyRenditionsofBobMarley)",05:40,Rockabye Baby!,Lullaby Renditions of Bob Marley,2007,
13837,7489,2,2,MBox25753929-HH,13,Steve Jeffries - Breaking the Rules,209,,Songs & Ballads 2,,English
13838,2547,2,2,MBox38533326-HH,9,Sagrado - Outro,24,,Mass Sufferings of a Human Being,12,English
13839,4513,3,5,3785149,22,Raggare... (live),182960,Rude Kids,Worst Of... a Pardonless Collection,,English
13840,7174,1,1,WoM7824421,001,"Be All, End All (Anthrology: No Hit Wonders (1985-1991))",06:23,Anthrax,Anthrology: No Hit Wonders (1985-1991),2005,
13841,1086,3,2,MBox1042273-HH,4,Dr. Olive - Zodiac 99,283,,First DJ on the Moon,,English
13842,7175,1,5,10992302,14,Зимний Вечер,229000,Штиль,СолдатН оября,2007,Rssian
13843,7176,1,5,1948280,1,Vostok,3096840,Craig Padilla,Vosttok,1991,English
13844,7177,1,4,41709-A050,26,026-My A** (feat. Shay Shay),1m 9sec,Rickey Smiley,"Off the Hook, Volume IV (unknown)",null,unknown
13845,7178,1,3,3632319MB-01,4,12 Études Op. 10: No. 4 in C-sharp minor - Milestones: 30 Years of Chandos,2.097,Frédéric Chopin,,'09,English
13846,7179,1,3,30786410MB-01,2,Pandemonium - When Electric Night Falls,Pandemonium - When Electric Night Falls,Bisc1,,'08,English
13847,6679,2,3,44575914MB-01,4,I'm Old Fashioned - My Shining Hour,3.364,Kjersti Stubø,,'01,English
13848,7180,1,2,MBox1175904-HH,6,Protector - Protective Unconsciousness,209,,The Heritage,93,English
13849,5424,4,3,5709857MB-01,16,Lady Luck - The Best Of...,3.653,Proclaimers,,'07,English
13850,1973,2,5,5223798,7,Honky Tonk Woman,284000,Johnny Hallyday,Flashback Tour,2006,French
13851,6319,3,1,WoM13480922,031,"Cosmotrash (Serious Beats, Volume 7: Mega Dance Party Mix)",00:00,Trashman,"Serious Beats, Volume 7: Mega Dance Party Mix",1992,
13852,7181,1,3,1703431MB-01,8,Matthew Chapter 23 - The Bible,5.184,James Earl Jones,,,English
13853,9348,3,2,MBox28030218-HH,1,Time Crisis - Reach,null,,Time Crisis,10,English
13854,7182,1,1,WoM22880648,006,No pero no (Magistral),03:16,Miranda!,Magistral,2011,
13855,7183,1,1,n.a.,005,"Willie and Ray mambo (The Complete 78s, Volume 1: 1949-1955)",03:09,Tito Puente,"The Complete 78s, Volume 1: 1949-1955",2008,
13856,5112,2,4,192971-A016,8,008-Sharing,3m 1sec,Amit Poznansky,Footnote (2012),null,Eng.
13857,7184,1,2,MBox34400829-HH,B,Saturday Looks Good to Me - Springtime Judgement,null,,Springtime Judgement,08,English
13858,7185,1,2,MBox9105134-HH,2,Guillermine - Desde ayer,113,,Momentos p. [Los Moments],04,Spanish
13859,2218,2,5,3995792,15,Video Store,315760,Darren Hanlon,A House Full of Friends,2005,English
13860,6394,2,3,57789820MB-01,two-3,Several irls Galore - Isn't Anything,2.347,My Bloody Valentine,,'03,Engl ish
13861,3555,2,3,5294073MB-01,9,Конец света - Терпи,2.783,I.H.N.A.B.T.B.,,'10,Rusian
13862,7186,1,3,5652132MB-01,5,Restos de tus dias - Bajo Fuego,3.05,Zona 84,,,Spanish
13863,4750,2,5,13785633,1,Sparami,205000,baby  K,Sparami,2012,Italian
13864,7187,1,5,11495107,2,Por Este Rio Acima,233000,Fausto,Grande Grande é a viagem,,Portuguese
13865,7188,1,2,MBox386370-HH,4,Insterburg & Co. - Fußball-Blues,183,,Dies eScheibe ist ein Hit,92,German
13866,9243,4,4,34194-A034,2,002-Little Fluffy Clouds,4m 4sec,The Orb,Amberdelic Space (1996),null,Eng.
13867,657,2,1,WoM31284912,005,Passion (The Pete Tong Collection),04:18,Gat Décor,Pete Pete Tong Collection,2013,
13868,9570,4,3,65508315MB-01,2,Zahyara (Mirko Loko remix) - Zahyara EP,9.183,Optional Feast,,'10,
13869,7189,1,5,10530060,3,Valerie,,Don Quichote,Don Quichote,1997,German
13870,5525,3,4,98361-A07,9,009-21 gramos,unknown,Abram,Necopolis (2005),null,HSpa.
13871,6435,2,2,MBox17730323-HH,3,Motiv8 - Break the Chain,234,,Dance the to Max 7,97,English
13872,7190,1,2,MBox4821726-HH,1,De La Soul - Me Myself and I (radio mix),null,,Me Myself and I,,English
13873,4328,4,3,4216608ÌB-01,7,Love Fcrsaken - In A Dream Full Of Charm,7.o67,Ekos Quai-tet,,'o9,Englisn
13874,7191,1,3,2895268MB-01,12,Symbolic Queen - We All Together,3.15,We All Together,,'73,English
13875,7192,1,1,WoM11799944,008,"Mon pays (30 années en chansons, ma vie)",03:56,Alain Barrière,"30 années en chansons, ma vie",1997,
13876,7193,1,1,WoM21096210,009,You Should Be... (Funk Soul Brother),03:37,Blockster,Funk Soul Brother,1999,
13877,9873,2,1,WoM12763420,064,Cue M53-3: The General: Hand Call Clobber (The Prisoner),n.a.,Albert Elms,The Prisoner,2008,
13878,8986,2,1,WoM3125871,018,Framåt och stopp (Lilla Sångskafferiet),01:51,Gunlög och Gustav Rosén,Lilla Sångskafferiet,2012,
13879,7194,1,3,65504819MB-01,3,,3.201,Vitamin C,,'00,English
13880,9662,4,3,42746213MB-01,6,"La Pellegrina, Intermedio No. 1 ""L'Armonia delle sfere"": VI. Coppia gentil - La Pellegrina: Music for the Wedding of Ferdinando de' Medici and Christine de Lorraine, Princess of France, Florence 1589 (Huelgas Ensemble feat. conductor: Paul Van Nevel)",4.529,Cristofano Malvezzi,,'97,Italian
13881,935,4,3,2731350MB-01,16,深海の精 - あまえないでよっ!! さんとら冬盤,1.783,岩崎文紀,,'06,Japanese
13882,9488,2,1,WoM20676525,008,Ein Liebesversuch (Chronik der Gefühle),05:02,Alexander Kluge,chronik der gefühle,2009,
13883,7195,1,3,5873579MB-01,12,Year of the Snake - Echoes,4.683,Anggun,,'12,English
13884,7857,3,5,5435348,2,Traum Fünf,,Sensorama,Nagelbrett,1994,German
13885,7196,1,5,9487841,8,Finding My Way,307000,Rush,Time StandStill: The Collection,2010,Egnlish
13886,6446,2,4,65856-A00,5,005-It's a Shame My Binoculars Don't Work at Night,unknown,Factor T,Song Fight! It's a Shame My Binoculars Don't Work at Night (2001),null,En.
13887,156,2,3,3712941MB-01,7,Le Surveillant général - Les N°1 de Michel Sardou,2.75,Michel Sardou,,'09,French
13888,5629,2,1,WoM31671023,0B1,Subplate (M.I.K.E. remix),00:00,DJP MC,Subplate,1998,
13889,7197,1,4,220209-A028,D1,0D1-The Deathless Horsie,6m 20sec,Zappa,Shut Up 'n Play Yer Guitar (1982),null,Eng
13890,7198,1,3,1625097MB-01,16,Sunshine ~Rappin' Blues - The Hustle,10.549,G. Love,,,English
13891,5181,3,3,23537015MB-01,9,Cheek to Cheek - Romance: Songs From the Heart,3.117,Frank Sinatra,,'07,English
13892,7199,1,2,MBox7199329-HH,12,The Houghton Weavers - Mist Over the Mersey,180,,The Best of The Houghton Weavers,,null
13893,7200,1,2,MBox40199533-HH,7,Deepsky - Talk Like a Stranger (Markus Schulz mix),370,,Universal Religion 2004: Live From Armada at Ibiza,06,English
13894,7201,1,1,WoM26245938,004,Chrysalis (Mirrors),05:02,NewW ay Home,Mirrors,2012,
13895,1045,3,4,105280-A033,13,013-What a Wonderful World,2m 20sec,Louis Armstrong,Remembering the '60s (1987),null,Eng.
13896,7202,1,5,13586747,12,Lettin' Them Know,,Kirko Bangz feat. Paul Wall,Procrastination Kills 4,,English
13897,6744,2,4,73624-A047,3,003-The Goblin's Trail,7m 18sec,Tempus Fugit,n.a.,null,Eng.
13898,7203,1,2,MBox4215900-HH,11,Ernest Ranglin - Exodus Ska,158,,Trojan Presents Ska,11,Engliish
13899,7092,2,5,10008101,11,Pulsar,289000,Precursor,A Trip in Trance 4,2005,uEnglish
13900,5861,2,3,59188221MB-01,4,Barry Bonds (Eli Escobar remix) - Sky High: Presented by DJ Benzi and Plain Pat,2.817,Kanye West,,'08,English
13901,7204,1,2,MBox26613816-HH,10,Hot Chocolate - It Started With a Kiss,245,,"Hits From the 80's, Volume 1",,English
13902,7205,1,5,8334212,10,I Love Him So,164000,Nikki Blu,"Campark Records: On the Northern Side, Volume 3",2002,English
13903,6376,3,2,MBox31107121-HH,6,Frank Zappa - Bobby Brown,170,,Fetenhits: The Real Classics,95,English
13904,7206,1,2,MBox36874229-HH,21,Georg Friedrich Händel - No. 21 His yoke is easy (chorus),169,,Messiah,06,English
13905,1515,3,5,13446763,7,Nachwort,,The Albert Mangelsdorff Quartet,Never Let It End,,
13906,7207,1,1,WoM8535332,001,Only After Midnight (Handsome Avenue),unknown,High Bloove,Handsome Avenue,2082,
13907,8607,2,3,26219313MB-01,8,Gotcha - De Største Hits,3.4,B-Boys,,,Danish
13908,7208,1,5,15381712,14,Sultan Süleyman,,Mabel Matiz,Aysel'in,2013,Turkish
13909,7209,1,1,WoM2740256,004,Peace Love Unity and Having Fun (Tu l’sais pas),02:33,2Legit2Quit feat. J-U-L-E-S,Tu l’sais pas,2011,
13910,2692,2,4,,1,001-All the Time in the World,unk.,Luxurious Bags,Frayed Knots (1994),null,Eng.
13911,7210,1,1,WoM29639047,002,Nite City,04:55,Nite City,Nite City,,
13912,540,2,4,124841-A035,11,011-Shut pU,2m 28sec,Team Tyson,Jump Start My Head (2008),null,Eng.
13913,7211,1,5,11738709,3,Sonata No. 1 for Cello and Piano in E minor (Allegretto Quasi Menuetto),361893,Johannes Brahms,Smart Symphonies: Classical Music to Stimulate Your Baby's Development,2000,English
13914,2888,3,3,1297717MB-01,7,Rock the Shack - Get Ready,4.203,New Order,,'01,English
13915,7212,1,5,7826944,5,Bleak,384000,Maroon,Order,2009,English
13916,6512,2,1,WoM22001313,001,Taxma (Revolver),02:41,Beatles,Revolver,1979,
13917,5910,2,3,67737816MB-01,14,"Sorry_Sorry_(Old_School_Afro_dub)_-_Hôtel_Costes,_Volume_2:_La_Suite",7.384,FemiKuti,,,English
13918,7213,1,5,10282449,English,The Chameleon,54000,Flanders and Swann,The Bestiary of Flanders and Swann,,null
13919,9852,3,5,1913999,15,Adorar al niño,127813,Manuel Escorcio,Christmas with Manuel,,English
13920,7214,1,3,29295810MB-01,15,"Preludes, Op. 11 No. 15 - Preludes, Op. 11 / Piano Sonatas Nos. 2, 3 / Étude, Op. 8 No. 12 (feat. piano: Vesselin Stanev)",1.718,Александр Николаевич Скрябин,,'06,English
13921,3588,3,4,91876-A018,6,006-That's as Close as I'll Get to Loving You,3m 19sec,Aaron Tippin,Country Love Songs (2001),null,Eng.
13922,7215,1,1,WoM23603628,002,Nakkav (Munad vahtu!),03:05,Luci,Munad vahtu!,2002,
13923,4711,2,4,99304-A047,5,005-La Fille (Madchen remix by Equatronic),5m 12sec,Nouvelle Culture,Fading Pictures (2005),null,Enug.
13924,7216,1,5,5832544,5,Reality,205000,Mindthiings,The First Emotion,2006,Einglish
13925,3839,4,3,23516918MB-01,5,"Misunderstood - 2003-06-17: This Precious Moments: Ostseehalle, Kiel, Germany",3.717,Bon Jovi,,,English
13926,7217,1,2,MBox12594225-HH,2,In Tha Umbra - Once Atrocitie Has Hacked Upon Daylight's Throat,294,,Pentagramma,,English
13927,2694,2,5,15837865,8,Star of the County Down,242813,Celtic Celtic Method,Live at the Loft,,English
13928,7218,1,1,WoM26151825,010,The Black Darfur Agenda (666 Is for Pussies),00:06,Breakdancing Ronald Reagan,666 Is for Pussies,,
13929,7219,1,2,MBox16583015-HH,9,Rathe - End of Light,220,,Shadows and Silhouettes,,English
13930,283,2,4,162740-A017,8,008-Livery Stable Blues,3m 3sec,Muggsy Spanier and His Ragtime Band,"Jazz Greats, Volume 47: Muggsy Spanier: That Da Da Strain (1998)",null,Eng.
13931,7220,1,3,50312215MB-01,6,Peggy Sang the Blues - Paste mPlayer #25,3.547,Frank Turner,,'11,English
13932,6918,5,5,5213109,15,Thousand Finger Man,543000,Candido,Sal soul 30th, 2005,English
13933,3228,2,2,MBox13811934-HH,4,Sommerset - Undisclosed,143,,More Songs,,English
13934,5899,5,4,90337-A022,5,005-Keyboard Man (typist),unknown,Bitscape, -tribute to simon- (unknown),null,Jap.
13935,7221,1,3,31730320MB-01,2,Hij moest weer gaan varen - De Vrijbuiters zingen over de zee,2.617,De Vrijbuiters,,'01,DUTCH
13936,7222,1,1,WoM10960018,002,"Dido and Aeneas: Thy Hand, Belinda / When I Am Laid in Earth (The Radiant Voice of Barbara Bonney)",04:37,Henry Purcell,The Radiant Voice of Barbara Bonney,2001,
13937,7223,1,1,WoM29172146,0C3,Echo 6|3 (Echos),03:45,Shrubbn!!,Echos,2012,
13938,5640,2,3,4230380MB-01,12,I’m in Love With a Girl - Radio City,1.791,Big Star,,'09,English
13939,7224,1,2,MBox18633536-HH,5,weather weather - Harvest Soon,246,,weather EP,07,weather weather - Harvest Soon
13940,9212,2,5,11449195,6,Like a Rolling Stone,,Bob Dylan,"2008-11-21: The United Palace, New York City, NY, USA (source 2)",,English
13941,7709,2,1,WoM3011650,012,"Der erste Kern der Wahrheit, Kapitel 6 - 13 (Das Geheimnis des Kalligraphen)",04:24,Rafik Schami,Das Geheimnis des Kalligraphen,2010,
13942,9047,2,5,5159692,4,Dieses Mädchen,,Marcel,Eine kleine Frage (... an die Grossen dieser Welt),2006,German
13943,7225,1,2,MBox17047132-HH,13,The Shrubs - Edith,246,,Take Me Aside for a Midnight Harangue,87,English
13944,2230,2,3,67650211MB-01,1,High Water Podcast,45.95,High Water,High Water Podcast,'13,nglish
13945,7226,1,1,WoM18918021,009,奇子 (百鬼繚乱),09:20,陰陽座,百鬼繚乱,2002,
13946,5835,2,5,1624626,10,Kryptonite,223986,The Rusty Pipes,Casa de Boca,,
13947,9968,3,1,WoM1408717,001,ありのまま,03:54,SE7EN,ありのまま,2007,
13948,7227,1,5,6451912,10,Time Bomb (demo),238000,The Format,B-Sides and Rarities,2007,English
13949,3275,2,4,113638-A035,23,023-La Java bleue,2m 22sec,Michel Pruvot,Mega Mega (1998),null,Fre.
13950,2321,2,2,MBox12575212-HH,2,Dirty Pretty Things - Gin & Milk (acoustic),215,,Bang Bang You're Dead,06,English
13951,4035,2,3,2827166MB-01,2,Serial - A.D.,7.967,Almost Digital,,'94,English
13952,6121,2,3,48702719MB-01,10,Country fuga - Le bizzarre avventure del dottor Kranius,3.417,Andrea_Braido,,'96,Italian
13953,7593,2,4,50423-A04,3,003-Lynn Minmay,3m 53sec,Mahogany,"Memory Column: Early Works and Rarities, MCMXCVI-MMIV (2005)",null,Eng.
13954,7228,1,5,896230,10,Storm,57093,Chris Jensen,Half-Life: Blue Shift,2002,English
13955,7229,1,4,35511-A068,34,034-No More You and Me,3m 0sec,The Tornados,Ridin' the Wind - The Anthology (2002),null,Eng.
13956,7230,1,3,63862110MB-01,A1,Pretty Little Angel (clubmix),6.167,Moonbootica,Pretty Little Angel,'05,English
13957,918,3,5,12702175,16,影,177000,池頼広 Jin Nakamura 中村中,REIDEEN Original Soundtrack -Dream Orchestra-,2007,
13958,7231,1,5,6087753,10,Momment of Truth / Ghetto Shakedown,174000,Charles Bernstein,Gator,1976,English
13959,7232,1,3,12815911MB-01,7,"Get Dancin' - Saturday Nite Live, Volume 2",3.85,Love Childs Afro Cuban Band,,'03,English
13960,2982,3,3,7090170MB-01,9,I've Missed You - Water & Guns,3.317,Aaron Sprinkle,,'13,English
13961,1641,2,3,2227612MB-01,9,The Power of Love - Simply the Best Ballads,5.723,Jennifer Rush,,,English
13962,7233,1,5,6145281,5,Der schwarze Mann,227000,das-kollektiv.net,Orkus Compilation 34,2007,[Multiple languages]
13963,7234,1,4,117271-A023,4,004-Dentist - saliva pump,1m 4sec,Sound Ideas,Sound Ideas - Digiffects - K03 ClickShop (unknown),null,Eng.
13964,7254,2,4,233845-A019,16,016-Shave It (Original Mix),4m 0sec,Zedd,EDM Mayhem (unknown),null,Eng.
13965,3625,2,4,194334-A045,7,007-HM,unknown,Chrissakes,"2011-04-22: Caledonia Lounge, Athesn, GA, USA (unknown)",null,Eng.
13966,4117,4,3,26273017MB-01,1,Gekkouka,4.917,Janne Da Arc,Gekkoukka,,Japanese
13967,7235,1,4,72533-A040,14,014-Revelation,19m 4sec,Love,Da Capo (2002),null,Eng.
13968,7236,1,3,4619772MB-01,16,"Night Drive - History Box, Volume 1",2.367,Ventures,,'92,English
13969,385,3,5,12279950,20,Def. Con. One,223000,Pop Will Eat Itself,Bo xFrenzy,2011,English
13970,5108,3,4,152321-A059,8,008-We're Just Friends,2m 35sec,Joshua Salzman,I Love You Because (2006 Original Off-Broadway Cast),2006,Eng.
13971,7237,1,1,WoM31953815,24,Exodus (Noah's Ark 2001) (Platinum Hits),05:21,Boney M.,Platinum Hits,2013,
13972,4770,2,4,109069-A064,4,004-Chansun di espouze / Sbrando del Roero / Sbrando di Bra / Monferrina di Bonomino / Il Checco / Monferrina modenese,10m 24sec,La ciapa rusa,Retanavot a(1992),null,Ita.
13973,7238,1,4,81578-A017,6,006-Chapter 12a,4m 11sec,Benjamin Kunkel,Indecision (2005),null,Eng.
13974,7239,1,3,30032214MB-01,29,"Blue Train - The Man, the World, His Music",2.033,Johnny Cash,,'92,English
13975,5103,2,3,57379321MB-01,6,"Geronimo (The Disco Boys edit) - Firstclass: The Finest in House, Urban & Electro 2011",3.421,Aura Dione,,'11,English
13976,7240,1,5,7027377,1,痴情月,295000,陳W百強,只因愛你,1991,Chinese
13977,7241,1,2,MBox32644618-HH,2,Rajaajaja - Öötuuled,236,,Rajaajaja,06,Estonian
13978,7242,1,1,WoM3801024,018,Capricorn (Welcome to the Bear Trap),04:08,Motörhead,Welcome to the Bera Trap,1990,
13979,2049,3,4,75358-A041,5,005-Jangan Kau Kalah,4m 15sec,C'mon Lennon,Ketika La La La (unknown),null,Ind.
13980,7243,1,1,WoM6954327,002,She Will Be Loved (Beautiful: The New Collection Autumn 2004),04:17,Maroon 5,Beautiful: The New Collection Autumn 2004,2004,
13981,7244,1,3,53228114MB-01,13,"Dive into Gravity - 『ソニックライダーズ シューティングスターストーリー』 オリジナルサウンドトラック ""Zero Gravity Tracks""",3.594,熊谷文恵,,'08,
13982,4726,2,5,15614660,26,Blue Shoes,119000,The News,30 Seconds Before the Calico Wall!,,English
13983,4192,2,2,MBox4143523-HH,11,Rockell - I'll Be There,240,,What Are You Lookin' At?,98,English
13984,536,2,5,6879612,5,Bagatelles for Piano: V,220000,Эдисон Денисов,Piano Works (feat. piano: Jean-Pierre Armengaud),1999,[ultiple languages]
13985,7245,1,2,MBox4099034-HH,12,Kevin McDermott Orchestra - Too Much to Dream,302,,Fair and Whole,,English
13986,308,2,2,MBox43234322-HH,4,Ike Quebec - Blues for Charlie,408,,Blue and Sentimental,10,English
13987,7246,1,5,13326076,5,Bells,278533,Ryat,Avant Gold,2010,English
13988,7658,2,1,WoM15293835,009,Curtain (Girl Talk),02:55,Marden Hill,Girll Talk,1989,
13989,111,3,5,12097324,5,When the Summer Is Gone,255000,Jerry Williams,I Can Jive - Det Bästa Med Jerry Williams,2007,English
13990,2832,3,2,MBox4067528-HH,9,Joe Cuba Sextet - Arecibo,182,,Estamos Haciendo Algo Bien!,65,Spanish
13991,7247,1,4,142287-A054,2,002-Mr. Everyday Hero,5m 31sec,la dame blanche,the,null,Eng.
13992,2890,2,2,MBox1565911-HH,9,S.M.E.S. - Your Own Fault,115,,Gory Gory Halleluja!,06,English
13993,7248,1,3,4273775MB-01,6,That's All (How Much Is That?) - Rush Hour German,2 .05,Berlitz,,,English
13994,1951,3,4,168130-A01,3,003-GRravitron,8m 0sec,Bodhisattva 13:20,Secrets of the Mojave (2006),null,Eng.
13995,7249,1,5,8882352,5,Paradise Is Here,329426,Tina Turner,Formel Eins: Space Hits,1987,English
13996,7250,1,5,1078703,1,Advertising / Are You Happy With Your Wash,571200,Eddie Izzard Izzard,Unr epeatable,1995,English
13997,8310,2,1,WoM23708445,005,Take Me in Your Arms (Rock Me a Little While) (The Motowwn Collection),03:04,Chris Clark, Motow collection,2005,
13998,5923,2,4,194086-A033,11,011-[untitled],2m 29sec,, (2012),unk.,Jap.
13999,5742,5,4,23562-A036,11,011,5m 0sec,T-Bone,The History of a Hoodlum (unknown),null,Eng.
14000,7251,1,3,71693819MB-01,14,ラブ・バズーカ - HYS NOISE,3.783,ヤプーズ,,'95,Japanese
14001,6275,2,4,150729-A041,32,"032-Wilde Jagd  Scherzo, S176a",16m 2sec,Franz Liszt,The Complete Liszt Piano Music (2011),null,Eng.
14002,7252,1,5,12413694,A1,"Tubular Bells, Part One",1529666,Mike Oldfield,Tubular BELLS,,English
14003,7253,1,5,8706587,3,"Pini di Roma, P. 141: I pini del Gianicolo",475200,Ottorino Respighi,Pines of Rome / Fountains of Rome / Roman Festivals / The Birds / Ancient Airs and Dances / Trittico Botticelliano (London Philharmonic feat. conductor: Carlo Rizzi) (disc 1),1997,English
14004,5496,3,4,38272-A029,11,011-El jibarito,3m 50sec,Enrique Chia,"Piano Romantico, Vol. I (unknown)",null,Spa.
14005,7254,1,3,7218691MB-01,16,Shave It (Original Mix) - EDM Mayhem,4.0,Zedd,,,English
14006,7255,1,2,MBox2517755-HH,28,Mark Le Vang - Wiki Waki Tiki Taki (narration),60,,"New Age / World, Volume 4",,English
14007,4905,5,1,WoM22014427,036,36-30 (forty works for Richard),01:29,Ian Vine,forty wSorks for Richard,2011,
14008,7256,1,2,MBox43144410-HH,11,Contre  Jour - Old Age,263,,Passion and Fall,13,English
14009,9795,4,2,MBox37802633-HH,3,"Ludwig van Beethoven - Triple Concerto for Violin, Cello & Piano in C major, op. 56: III. Rondo all polacca",775,,Triple Concerto,12,English
14010,7257,1,3,2013096MB-01,5,Locked in a Room - Psychedelic Pstones 2: Haunted,3.029,Poets,,'02,English
14011,7258,1,3,53547110MB-01,2,Zeta Bieng (original version) - 6th Element,6.95,Zymosis,,'11,English
14012,4992,3,5,942472,5,Go the Distance (Hercules),,Alan Menken,"Diney Karaoke, Volume 1",,
14013,7259,1,4,58326-A033,3,003-Good Golly Miss Molly,2m 10sec,Little Richard,The Best of 50's & 60's (unknown),null,Eng.
14014,2179,3,4,134050-A041, 4,004-Alejandro (Skrillex remix),5m 48sec,Lady Gaga,Alejandro: The Remixes (2010),null,Eng.
14015,5498,2,5,9280706,2,Urge for Going,350320,TonyRice,Night Flyer,2008,English
14016,7260,1,5,9194208,8,The Secand Element,282000,Sarah Brightman,Sarah Brightman,2009,English
14017,7261,1,5,5889290,13,Pinball,184133,Biran Protheroe,One Hit Wonders,2003,English
14018,7262,1,3,26291910MB-01,17,Andromadère - Ménage à quatre,3.778,Ad Vielle Que Pourra,,'97,French
14019,2912,2,2,MBox21373126-HH,11,Overtreef - Vaste vriend,null,,Alles over tref,07,Dutch
14020,7263,1,5,2528445,4,My Time After Awhile,257200,Buddy Guy,Hold That Plane!,1972,English
14021,9727,2,2,MBox25854420-HH,70,Yvo Abadi & Manuel Faivre & Miguel Saboga - Tempo latino,132,,Combo latino,,Spanish
14022,7264,1,1,WoM1658612,003,Das geht ab (Wir feiern die ganze Nacht) (Epic Chase Grand Piano edit),03:33,Frauenarzt & Manny Marc,Das geht ab (Wir feiern die ganze Nacht),2008,
14023,7265,1,3,44196215MB-01,11,Stay Away - Watch the Red,4.52,Angels,,'00,English
14024,9357,3,5,13199214,18,真夜中の子守唄,168400,ヒデとロザンナ,TV時代劇グレイテスト・ヒッツ②,2003,Japanese
14025,4571,2,1,WoM26338542,001,Overture (Show Boat (1962 studio cast)),04:57,Jerome Kern,Show Boat (1962 studi cast),2000,
14026,7266,1,5,779708,1,COLORS,243200,宇多田ヒヒカル,COLORS,2003,Japanese
14027,5139,5,4,189023-A012,2,002-,3m 56sec,, BOX (2011),null,unknown
14028,7267,1,1,WoM7357225,002,Losin' the Humbles (Sense of Direction),02:39,Climax Blues Band,Sense of Direction,,
14029,7061,2,5,742884,7,Shh,334733,null,Details,2002,Engli sh
